ML1G000200	KOG4535
ML6G486200	KOG1187
ML6G486300	KOG1187
ML6G486600	KOG1166
ML6G487300	KOG0698
ML6G488000	KOG1001
ML6G488800	KOG1001
ML6G489000	KOG1187
ML6G489100	KOG0809
ML6G489300	KOG1187
ML6G489700	KOG2037
ML6G489800	KOG1187
ML6G490100	KOG2793
ML6G490200	KOG1187
ML6G490700	KOG1187
ML6G490800	KOG1187
ML6G491900	KOG1347
ML6G492000	KOG1347
ML6G492100	KOG1347
ML6G492200	KOG0157
ML6G492400	KOG4315
ML6G492900	KOG1543
ML6G493300	KOG1286
ML6G493800	KOG2500
ML6G493900	KOG0061
ML6G494100	KOG1187
ML6G494300	KOG0841
ML6G494600	KOG4282
ML6G494900	KOG1947
ML6G495000	KOG4569
ML6G495300	KOG4569
ML6G495500	KOG4281
ML6G496000	KOG1187
ML6G496200	KOG0397
ML6G496600	KOG2875
ML6G496700	KOG0716
ML6G497000	KOG0087
ML6G497400	KOG1944
ML6G497500	KOG2358
ML6G498700	KOG0157
ML6G498800	KOG0157
ML6G498900	KOG0157
ML6G499000	KOG0157
ML6G499100	KOG0157
ML6G499300	KOG1443
ML6G499500	KOG0710
ML6G499800	KOG1349
ML6G500100	KOG1270
ML6G500200	KOG0617
ML6G500300	KOG0373
ML6G500500	KOG0192
ML6G500800	KOG1121
ML6G500900	KOG0014
ML6G501400	KOG2961
ML6G501900	KOG0722
ML6G502100	KOG1685
ML6G502400	KOG0660
ML6G502500	KOG4660
ML6G502600	KOG1448
ML6G503500	KOG0350
ML6G503700	KOG1187
ML6G503800	KOG0156
ML6G504500	KOG0513
ML6G504800	KOG1684
ML6G505100	KOG0098
ML6G505200	KOG1322
ML6G505300	KOG1397
ML6G505800	KOG0814
ML6G507700	KOG2037
ML6G507900	KOG1652
ML6G509200	KOG1286
ML6G509300	KOG0143
ML6G509600	KOG1339
ML6G509700	KOG1339
ML6G509800	KOG1339
ML6G509900	KOG1594
ML6G510000	KOG0157
ML6G510100	KOG1339
ML6G510200	KOG1339
ML6G510300	KOG1339
ML6G511100	KOG2789
ML6G511400	KOG0131
ML6G511800	KOG3871
ML6G511900	KOG3871
ML6G512300	KOG1865
ML6G512400	KOG0406
ML6G512500	KOG1187
ML6G512600	KOG0610
ML6G512700	KOG4280
ML6G513000	KOG0157
ML6G513100	KOG0157
ML6G513200	KOG0157
ML6G513300	KOG0171
ML6G513400	KOG0776
ML6G513600	KOG2855
ML6G513700	KOG0856
ML6G513900	KOG0660
ML6G514000	KOG2718
ML6G514500	KOG4180
ML6G514800	KOG4491
ML6G515100	KOG1187
ML6G515200	KOG1187
ML6G515300	KOG1187
ML6G516100	KOG2037
ML6G516200	KOG1559
ML6G517500	KOG2502
ML6G518800	KOG1752
ML6G518900	KOG0417
ML6G519100	KOG0548
ML6G519100	KOG0907
ML6G519300	KOG0061
ML6G520400	KOG0027
ML6G520500	KOG0027
ML6G520500	KOG4223
ML6G520600	KOG1052
ML6G520900	KOG0087
ML6G521200	KOG2249
ML6G521300	KOG1187
ML6G521600	KOG1198
ML6G522400	KOG3344
ML6G522500	KOG0542
ML6G522600	KOG2979
ML6G523100	KOG3399
ML6G523700	KOG0698
ML6G524000	KOG2304
ML6G524200	KOG1347
ML6G524600	KOG2631
ML6G524800	KOG0446
ML6G525200	KOG0799
ML6G525700	KOG0417
ML6G526000	KOG2982
ML6G526300	KOG3430
ML6G526400	KOG0910
ML6G526500	KOG0823
ML6G528300	KOG1362
ML6G528400	KOG2401
ML6G528900	KOG1764
ML6G529100	KOG1208
ML6G530000	KOG1528
ML6G530400	KOG0029
ML6G531100	KOG0703
ML6G531800	KOG3430
ML6G531900	KOG0439
ML6G532600	KOG2078
ML6G533100	KOG2257
ML6G533200	KOG1187
ML6G533300	KOG1187
ML6G533400	KOG1187
ML6G533500	KOG0028
ML6G533600	KOG3135
ML6G533800	KOG0266
ML6G534000	KOG3354
ML6G534500	KOG2309
ML6G534900	KOG0114
ML6G535100	KOG0255
ML6G537000	KOG0667
ML6G537600	KOG4204
ML6G537800	KOG1187
ML6G537900	KOG1502
ML6G538100	KOG1756
ML6G538700	KOG1034
ML6G539100	KOG3330
ML6G539300	KOG3330
ML6G540200	KOG1770
ML6G540300	KOG2960
ML6G540700	KOG3054
ML6G541100	KOG2197
ML6G541300	KOG2667
ML6G541400	KOG3954
ML6G541800	KOG1339
ML6G542000	KOG1441
ML6G542300	KOG1673
ML6G542400	KOG4824
ML6G542600	KOG0698
ML6G542800	KOG1187
ML6G543000	KOG3011
ML6G543200	KOG0157
ML6G543300	KOG4267
ML6G543400	KOG4382
ML6G543600	KOG1378
ML6G544700	KOG3004
ML6G544800	KOG0032
ML6G544900	KOG1770
ML6G545400	KOG4224
ML6G545600	KOG2288
ML6G546600	KOG1962
ML6G546700	KOG0198
ML6G546900	KOG3157
ML6G547100	KOG3147
ML6G547200	KOG1052
ML6G547300	KOG3036
ML6G547400	KOG3036
ML6G547600	KOG4698
ML6G547700	KOG4698
ML6G547800	KOG4698
ML6G548300	KOG1769
ML6G548400	KOG1769
ML6G548500	KOG1769
ML6G549500	KOG1589
ML6G549600	KOG3003
ML6G550100	KOG0917
ML6G550300	KOG1778
ML6G550600	KOG1965
ML6G550900	KOG3500
ML6G551400	KOG1946
ML6G551600	KOG2258
ML6G551700	KOG1748
ML6G551900	KOG1566
ML6G552000	KOG3283
ML6G552300	KOG1603
ML6G552400	KOG1652
ML6G552500	KOG1030
ML6G552600	KOG4308
ML6G552700	KOG4205
ML6G552800	KOG0198
ML6G553600	KOG2118
ML6G554600	KOG0156
ML6G554700	KOG0156
ML6G554800	KOG0156
ML6G554900	KOG4750
ML6G555300	KOG1558
ML6G555400	KOG1605
ML6G555600	KOG2795
ML6G555900	KOG4071
ML6G556300	KOG0648
ML6G556400	KOG1905
ML6G556700	KOG1122
ML6G557200	KOG1285
ML6G557800	KOG1471
ML6G558000	KOG1521
ML6G558500	KOG0869
ML6G558600	KOG1677
ML6G558700	KOG0869
ML6G559300	KOG3228
ML6G559400	KOG2365
ML6G559600	KOG1937
ML6G559900	KOG0544
ML6G560000	KOG2887
ML6G560100	KOG1187
ML6G560300	KOG0239
ML6G560600	KOG2313
ML6G560800	KOG4174
ML6G561400	KOG4174
ML6G562000	KOG4174
ML6G562200	KOG4174
ML6G562300	KOG4174
ML6G562600	KOG4174
ML6G562900	KOG4174
ML6G563000	KOG4658
ML6G563100	KOG4658
ML6G563600	KOG4658
ML6G563800	KOG4658
ML6G563900	KOG4174
ML6G564000	KOG4174
ML6G564200	KOG1603
ML6G564300	KOG1603
ML6G564400	KOG0012
ML6G565100	KOG3428
ML6G565300	KOG1303
ML6G565700	KOG1588
ML6G565800	KOG0417
ML6G565900	KOG1471
ML6G566100	KOG0676
ML6G566600	KOG3142
ML6G567000	KOG1187
ML6G567200	KOG3050
ML6G567400	KOG1125
ML6G567600	KOG0698
ML6G567700	KOG2904
ML6G567800	KOG0720
ML6G567900	KOG1187
ML6G568000	KOG1433
ML6G568400	KOG2651
ML6G569600	KOG0114
ML6G569600	KOG4207
ML6G569800	KOG3418
ML6G570000	KOG1100
ML6G570100	KOG2892
ML6G570200	KOG2874
ML6G570300	KOG2970
ML6G570500	KOG2142
ML6G570800	KOG0157
ML6G570900	KOG0157
ML6G571000	KOG0157
ML6G571100	KOG0157
ML6G571200	KOG0157
ML6G571300	KOG0157
ML6G571400	KOG0157
ML6G571500	KOG0157
ML6G571900	KOG1187
ML6G572100	KOG2153
ML6G572200	KOG0048
ML6G572400	KOG0048
ML6G572700	KOG0181
ML6G572900	KOG1529
ML6G573400	KOG0731
ML6G573500	KOG0725
ML6G573700	KOG0192
ML6G573800	KOG0657
ML6G574600	KOG1485
ML6G574700	KOG0653
ML6G574800	KOG1558
ML6G575500	KOG2952
ML6G575900	KOG0255
ML6G576200	KOG4172
ML6G576400	KOG1546
ML6G576600	KOG0710
ML6G576700	KOG1339
ML6G577200	KOG1677
ML6G577300	KOG1965
ML6G577600	KOG3869
ML6G577700	KOG1339
ML6G578000	KOG0315
ML6G578100	KOG1187
ML6G578200	KOG1552
ML6G578900	KOG1322
ML6G579100	KOG0098
ML6G579400	KOG1603
ML6G579500	KOG2440
ML6G579700	KOG4172
ML6G579800	KOG4172
ML6G579900	KOG4172
ML6G580000	KOG2351
ML6G580100	KOG0034
ML6G580600	KOG1880
ML6G580700	KOG0659
ML6G580800	KOG1032
ML6G580900	KOG0711
ML6G581000	KOG2882
ML6G581400	KOG3346
ML6G581600	KOG1454
ML6G581800	KOG1267
ML6G582200	KOG1471
ML6G582600	KOG2967
ML6G583100	KOG1616
ML6G583300	KOG1603
ML6G583400	KOG1603
ML6G584600	KOG4750
ML6G584800	KOG3491
ML6G584900	KOG2439
ML6G585500	KOG0204
ML6G586100	KOG4205
ML6G586200	KOG0087
ML6G586300	KOG0254
ML6G586500	KOG4293
ML6G586600	KOG2951
ML6G586700	KOG1566
ML6G587700	KOG1281
ML6G588100	KOG0940
ML6G588300	KOG3188
ML6G588700	KOG3205
ML6G589400	KOG3411
ML6G589500	KOG2393
ML6G589900	KOG3076
ML6G590100	KOG1589
ML6G590200	KOG2112
ML6G591500	KOG2086
ML6G591700	KOG0788
ML6G592000	KOG0320
ML6G592000	KOG4172
ML6G592100	KOG0143
ML6G592200	KOG1572
ML6G592300	KOG0265
ML6G594200	KOG2352
ML6G595200	KOG1339
ML6G595400	KOG1962
ML6G595600	KOG1187
ML6G596000	KOG1944
ML6G596300	KOG2396
ML6G596700	KOG0189
ML6G596800	KOG2943
ML6G596900	KOG2797
ML6G597000	KOG0522
ML6G597600	KOG1531
ML6G597800	KOG0907
ML6G597900	KOG1227
ML6G598500	KOG1347
ML6G599100	KOG1510
ML6G599200	KOG0148
ML6G599300	KOG4658
ML6G599500	KOG4658
ML6G599900	KOG4658
ML6G600000	KOG4658
ML6G600200	KOG4658
ML6G600600	KOG0165
ML6G600700	KOG0858
ML6G601000	KOG1617
ML6G601100	KOG1187
ML6G601400	KOG1097
ML6G601500	KOG3284
ML6G601800	KOG0484
ML6G602400	KOG2960
ML6G602600	KOG3476
ML6G602800	KOG1770
ML6G602900	KOG0001
ML6G602900	KOG0005
ML6G603100	KOG0001
ML6G603100	KOG0005
ML6G603200	KOG2031
ML6G603300	KOG0722
ML6G603400	KOG0143
ML6G603800	KOG1187
ML6G604100	KOG1187
ML6G604200	KOG1187
ML6G604300	KOG1187
ML6G604600	KOG1187
ML6G606300	KOG3135
ML6G606500	KOG1187
ML6G606600	KOG1187
ML6G606700	KOG1187
ML6G606800	KOG1187
ML6G607100	KOG1187
ML6G607200	KOG1187
ML6G607300	KOG1187
ML6G607400	KOG1187
ML6G607700	KOG1187
ML6G607800	KOG1187
ML6G607900	KOG1187
ML6G608200	KOG3039
ML6G608400	KOG0656
ML6G608600	KOG1236
ML6G608700	KOG3346
ML6G608800	KOG0048
ML6G608900	KOG1528
ML6G609200	KOG0439
ML6G609300	KOG0254
ML6G609600	KOG1470
ML6G609700	KOG1671
ML6G609800	KOG1947
ML6G610500	KOG2919
ML6G610600	KOG3110
ML6G610700	KOG4813
ML6G610900	KOG1116
ML6G611100	KOG0810
ML6G611300	KOG3020
ML6G611600	KOG1198
ML6G611700	KOG1198
ML6G612000	KOG1039
ML6G612300	KOG1764
ML6G612900	KOG1187
ML6G613000	KOG4031
ML6G613200	KOG2152
ML6G613400	KOG4178
ML6G613500	KOG4178
ML6G613600	KOG2402
ML6G613700	KOG1928
ML6G613800	KOG0254
ML6G614800	KOG1455
ML6G615400	KOG1187
ML6G615700	KOG3088
ML6G616200	KOG2584
ML6G616500	KOG0911
ML6G616800	KOG0823
ML6G617300	KOG1686
ML6G617500	KOG1187
ML6G619100	KOG0758
ML6G619300	KOG0311
ML6G620900	KOG0714
ML6G621300	KOG1187
ML6G621400	KOG1187
ML6G621600	KOG2037
ML6G621800	KOG1752
ML6G622300	KOG3335
ML6G622800	KOG3375
ML6G623000	KOG0087
ML6G623200	KOG0393
ML6G623900	KOG3323
ML6G624100	KOG3281
ML6G624200	KOG2213
ML6G624500	KOG0027
ML6G624500	KOG0044
ML6G624600	KOG3069
ML6G624700	KOG3069
ML6G625300	KOG3035
ML6G625400	KOG3035
ML6G626400	KOG1543
ML6G626600	KOG4205
ML6G627000	KOG1542
ML6G627000	KOG1543
ML6G627300	KOG1598
ML6G627400	KOG1603
ML6G627500	KOG4372
ML6G627800	KOG4282
ML6G628000	KOG0277
ML6G628100	KOG0192
ML6G628600	KOG1176
ML6G628900	KOG1187
ML6G629300	KOG0583
ML6G629400	KOG1187
ML6G629800	KOG1187
ML6G630200	KOG1187
ML6G630600	KOG0759
ML6G630900	KOG0087
ML6G631000	KOG1203
ML6G631500	KOG3106
ML6G632100	KOG0627
ML6G632300	KOG1843
ML6G632500	KOG0223
ML6G632600	KOG1187
ML6G632700	KOG1187
ML6G633200	KOG0014
ML6G635100	KOG1670
ML6G635300	KOG1670
ML6G635400	KOG0143
ML6G635500	KOG0143
ML6G635900	KOG2388
ML6G636000	KOG4660
ML6G636100	KOG1605
ML6G637000	KOG1003
ML6G637000	KOG1295
ML6G637000	KOG1850
ML6G637000	KOG3634
ML6G637200	KOG1418
ML6G637400	KOG1699
ML6G637500	KOG1441
ML6G637600	KOG1441
ML6G637700	KOG3339
ML6G637800	KOG1850
ML6G637800	KOG2991
ML6G638500	KOG0171
ML6G639000	KOG0381
ML6G639100	KOG0513
ML6G639200	KOG0513
ML6G639300	KOG1502
ML6G639400	KOG0513
ML6G639600	KOG0829
ML6G639700	KOG2497
ML6G640100	KOG3478
ML6G640900	KOG0143
ML6G641000	KOG0143
ML6G641100	KOG3260
ML6G641300	KOG3346
ML6G642300	KOG2190
ML6G642700	KOG0901
ML6G642800	KOG0254
ML6G642900	KOG1752
ML6G643100	KOG0294
ML6G643300	KOG0350
ML6G643500	KOG0350
ML6G643600	KOG0583
ML6G644500	KOG2287
ML6G644700	KOG4569
ML6G646100	KOG1902
ML6G646200	KOG2073
ML6G646400	KOG3443
ML6G646500	KOG3443
ML6G646700	KOG4707
ML6G646900	KOG0534
ML6G647000	KOG1030
ML6G647100	KOG1455
ML6G647200	KOG1794
ML6G647300	KOG1187
ML6G647600	KOG1187
ML6G647700	KOG0409
ML6G648000	KOG1248
ML6G648500	KOG0539
ML6G648600	KOG0539
ML6G649800	KOG1471
ML6G649900	KOG2373
ML6G650100	KOG1187
ML6G650500	KOG1611
ML6G650700	KOG4129
ML6G650800	KOG2686
ML6G651000	KOG1246
ML6G651500	KOG1585
ML6G651700	KOG3075
ML6G651800	KOG0157
ML6G651900	KOG3081
ML6G652700	KOG2063
ML6G653200	KOG0198
ML6G654400	KOG0092
ML6G654500	KOG4561
ML6G655100	KOG1812
ML6G655200	KOG1558
ML6G655300	KOG1100
ML6G655400	KOG0859
ML6G655600	KOG2215
ML6G655900	KOG2951
ML6G656100	KOG2369
ML6G656400	KOG2903
ML6G656600	KOG1187
ML6G656700	KOG1928
ML6G657000	KOG3373
ML6G657200	KOG3388
ML6G657900	KOG0192
ML6G658400	KOG1715
ML6G658700	KOG0907
ML6G659100	KOG1636
ML6G659600	KOG1187
ML6G660000	KOG1423
ML6G660100	KOG0176
ML6G660200	KOG3085
ML6G660400	KOG2986
ML6G660600	KOG1286
ML6G660800	KOG2362
ML6G660900	KOG3502
ML6G661200	KOG0007
ML6G661500	KOG1385
ML6G661900	KOG2695
ML6G662000	KOG1187
ML6G662200	KOG4172
ML6G663000	KOG2921
ML7G000100	KOG3085
ML7G000300	KOG0344
ML7G000400	KOG2922
ML7G000500	KOG2361
ML7G000600	KOG1752
ML7G000900	KOG2081
ML7G001000	KOG1187
ML7G001200	KOG1671
ML7G001300	KOG3139
ML7G001500	KOG2692
ML7G001900	KOG0234
ML7G002200	KOG0058
ML7G002300	KOG1947
ML7G002600	KOG3317
ML7G003200	KOG2306
ML7G003600	KOG2421
ML7G003800	KOG1311
ML7G003900	KOG1187
ML7G004000	KOG1187
ML7G004100	KOG1187
ML7G004200	KOG1187
ML7G004300	KOG1187
ML7G004400	KOG1187
ML7G004500	KOG1187
ML7G004600	KOG1187
ML7G004700	KOG1187
ML7G005200	KOG3486
ML7G005400	KOG2344
ML7G005500	KOG2669
ML7G005600	KOG1752
ML7G005700	KOG1752
ML7G006200	KOG3166
ML7G008100	KOG2104
ML7G008300	KOG4600
ML7G008400	KOG0853
ML7G008700	KOG4453
ML7G009500	KOG0157
ML7G009600	KOG0740
ML7G009700	KOG2570
ML7G010100	KOG2624
ML7G010300	KOG1187
ML7G010400	KOG0027
ML7G010500	KOG4593
ML7G010700	KOG1502
ML7G011300	KOG0627
ML7G011600	KOG3282
ML7G011700	KOG1087
ML7G011800	KOG1021
ML7G012400	KOG4181
ML7G012600	KOG3382
ML7G012700	KOG3106
ML7G013800	KOG3295
ML7G014200	KOG4758
ML7G014400	KOG1359
ML7G014600	KOG4573
ML7G014700	KOG3413
ML7G014900	KOG3225
ML7G015300	KOG4639
ML7G016100	KOG3098
ML7G016200	KOG1187
ML7G016300	KOG3255
ML7G016800	KOG2338
ML7G017000	KOG2275
ML7G017900	KOG1603
ML7G018000	KOG1603
ML7G018400	KOG2239
ML7G018600	KOG3178
ML7G018900	KOG4658
ML7G019000	KOG3178
ML7G019100	KOG3178
ML7G019200	KOG3178
ML7G019500	KOG3178
ML7G019700	KOG1762
ML7G020100	KOG1601
ML7G020400	KOG1762
ML7G020700	KOG0131
ML7G021600	KOG1575
ML7G021700	KOG0003
ML7G021800	KOG2197
ML7G021900	KOG3147
ML7G022000	KOG2197
ML7G022100	KOG0537
ML7G022400	KOG0737
ML7G022500	KOG3063
ML7G022900	KOG1530
ML7G023600	KOG0390
ML7G023700	KOG3399
ML7G024200	KOG2207
ML7G024300	KOG2207
ML7G024700	KOG0817
ML7G025300	KOG2190
ML7G025400	KOG1840
ML7G025500	KOG4178
ML7G026000	KOG2830
ML7G026700	KOG3002
ML7G027100	KOG0034
ML7G027900	KOG2265
ML7G028300	KOG0594
ML7G028500	KOG2887
ML7G028800	KOG1562
ML7G028900	KOG2323
ML7G029800	KOG1623
ML7G030500	KOG0761
ML7G030600	KOG0655
ML7G030700	KOG0655
ML7G031000	KOG0761
ML7G031500	KOG4095
ML7G031800	KOG0417
ML7G031900	KOG1187
ML7G032300	KOG2288
ML7G032400	KOG4467
ML7G033000	KOG1974
ML7G033100	KOG1333
ML7G033200	KOG1187
ML7G033700	KOG1792
ML7G034500	KOG0061
ML7G034700	KOG0581
ML7G034900	KOG1309
ML7G035200	KOG0721
ML7G035500	KOG2118
ML7G035700	KOG1603
ML7G035800	KOG0724
ML7G036000	KOG3344
ML7G036300	KOG1187
ML7G036700	KOG2100
ML7G037400	KOG1187
ML7G037600	KOG0039
ML7G037700	KOG0039
ML7G038300	KOG1347
ML7G038400	KOG1347
ML7G038500	KOG1347
ML7G038600	KOG1347
ML7G038700	KOG1347
ML7G038900	KOG1753
ML7G039400	KOG2639
ML7G039600	KOG2392
ML7G040100	KOG0198
ML7G040200	KOG0198
ML7G040300	KOG1208
ML7G040600	KOG1187
ML7G040800	KOG2088
ML7G040900	KOG3452
ML7G041100	KOG0157
ML7G041400	KOG1176
ML7G041500	KOG1735
ML7G041700	KOG1603
ML7G042200	KOG4593
ML7G042400	KOG1619
ML7G042600	KOG0048
ML7G042700	KOG0048
ML7G042800	KOG0048
ML7G043000	KOG1689
ML7G043100	KOG0296
ML7G043800	KOG2519
ML7G044000	KOG4161
ML7G044100	KOG4487
ML7G044700	KOG1187
ML7G045100	KOG4600
ML7G045500	KOG1187
ML7G045600	KOG3346
ML7G045700	KOG0502
ML7G045700	KOG4412
ML7G046000	KOG2289
ML7G046800	KOG0156
ML7G047100	KOG1493
ML7G048000	KOG4361
ML7G048100	KOG1347
ML7G048200	KOG0034
ML7G048300	KOG0106
ML7G048500	KOG1601
ML7G048600	KOG2860
ML7G049300	KOG1995
ML7G049600	KOG2970
ML7G049700	KOG0058
ML7G049900	KOG0032
ML7G050100	KOG0274
ML7G050200	KOG0024
ML7G050500	KOG2142
ML7G051100	KOG0014
ML7G051300	KOG0143
ML7G051400	KOG1515
ML7G051500	KOG1515
ML7G051600	KOG1187
ML7G052000	KOG1187
ML7G052500	KOG0157
ML7G052600	KOG0331
ML7G052700	KOG1021
ML7G052900	KOG1650
ML7G053100	KOG1187
ML7G053200	KOG0120
ML7G053500	KOG3173
ML7G054400	KOG0544
ML7G054600	KOG0114
ML7G055100	KOG2519
ML7G056200	KOG2108
ML7G056300	KOG2620
ML7G056600	KOG1187
ML7G056700	KOG0027
ML7G057400	KOG0400
ML7G057500	KOG3238
ML7G057600	KOG0900
ML7G057700	KOG1371
ML7G058100	KOG1454
ML7G058200	KOG4579
ML7G058300	KOG4579
ML7G058500	KOG4579
ML7G058600	KOG4579
ML7G059200	KOG3079
ML7G059900	KOG2651
ML7G060700	KOG0378
ML7G061400	KOG2952
ML7G062000	KOG0802
ML7G062100	KOG2533
ML7G062300	KOG1187
ML7G063000	KOG1187
ML7G063200	KOG0710
ML7G063900	KOG1249
ML7G064100	KOG1577
ML7G064300	KOG1947
ML7G064500	KOG0156
ML7G064700	KOG1187
ML7G064800	KOG1678
ML7G065000	KOG3122
ML7G065100	KOG0119
ML7G065600	KOG2981
ML7G065700	KOG1359
ML7G065900	KOG1197
ML7G066000	KOG1197
ML7G066200	KOG0254
ML7G066300	KOG0254
ML7G066400	KOG0254
ML7G066500	KOG1115
ML7G066600	KOG0858
ML7G066700	KOG1187
ML7G066800	KOG1187
ML7G066900	KOG1187
ML7G067400	KOG2873
ML7G067500	KOG3167
ML7G067700	KOG4372
ML7G067800	KOG2440
ML7G068500	KOG0084
ML7G068700	KOG3392
ML7G068900	KOG1635
ML7G069000	KOG1082
ML7G069100	KOG1674
ML7G069400	KOG3102
ML7G069500	KOG1398
ML7G069800	KOG4209
ML7G070100	KOG1546
ML7G070200	KOG0381
ML7G070300	KOG4073
ML7G070400	KOG1100
ML7G070500	KOG0876
ML7G070700	KOG1758
ML7G071100	KOG2084
ML7G071500	KOG1454
ML7G071600	KOG4172
ML7G072000	KOG1105
ML7G072100	KOG1530
ML7G073200	KOG2175
ML7G073600	KOG1121
ML7G073800	KOG2241
ML7G074400	KOG0869
ML7G074600	KOG0583
ML7G074800	KOG3304
ML7G075500	KOG3075
ML7G075800	KOG2711
ML7G075900	KOG1305
ML7G077400	KOG3087
ML7G078000	KOG1052
ML7G078300	KOG2914
ML7G078500	KOG1845
ML7G078600	KOG0583
ML7G078800	KOG1716
ML7G079700	KOG2834
ML7G080200	KOG1253
ML7G080300	KOG0876
ML7G080400	KOG2633
ML7G081200	KOG2628
ML7G081300	KOG2241
ML7G081500	KOG1586
ML7G081800	KOG1164
ML7G082100	KOG2061
ML7G082700	KOG1603
ML7G083200	KOG3467
ML7G083700	KOG3142
ML7G084900	KOG2332
ML7G085000	KOG1382
ML7G085100	KOG1386
ML7G085200	KOG2916
ML7G085400	KOG0508
ML7G085400	KOG4214
ML7G085400	KOG4412
ML7G086500	KOG1187
ML7G086800	KOG2602
ML7G086900	KOG1792
ML7G088100	KOG4546
ML7G088300	KOG0698
ML7G088500	KOG0583
ML7G089000	KOG0048
ML7G090200	KOG3399
ML7G090300	KOG0472
ML7G090400	KOG0157
ML7G090600	KOG3035
ML7G091000	KOG1952
ML7G091100	KOG1187
ML7G091300	KOG0671
ML7G091500	KOG1051
ML7G092100	KOG2088
ML7G092400	KOG0143
ML7G092500	KOG1595
ML7G092600	KOG4202
ML7G092800	KOG0143
ML7G093200	KOG0815
ML7G093300	KOG2352
ML7G093400	KOG2352
ML7G093500	KOG0815
ML7G093600	KOG0498
ML7G093700	KOG0815
ML7G093900	KOG0223
ML7G094000	KOG2975
ML7G094200	KOG1556
ML7G094500	KOG1303
ML7G094600	KOG1947
ML7G095000	KOG1700
ML7G095100	KOG0472
ML7G095300	KOG1441
ML7G096400	KOG1303
ML7G096900	KOG0710
ML7G097000	KOG1192
ML7G097200	KOG1192
ML7G097300	KOG1192
ML7G098200	KOG0087
ML7G098300	KOG0752
ML7G098400	KOG1703
ML7G098500	KOG4378
ML7G099000	KOG1987
ML7G099500	KOG0698
ML7G099600	KOG0725
ML7G100400	KOG0651
ML7G100500	KOG2391
ML7G100600	KOG0143
ML7G100700	KOG0004
ML7G100800	KOG0143
ML7G100900	KOG0004
ML7G101000	KOG1488
ML7G101500	KOG1339
ML7G101900	KOG0701
ML7G103100	KOG1279
ML7G104500	KOG0157
ML7G104600	KOG1030
ML7G104900	KOG1187
ML7G105000	KOG1643
ML7G105100	KOG1187
ML7G105900	KOG1493
ML7G106900	KOG2316
ML7G107500	KOG1246
ML7G107800	KOG0157
ML7G108300	KOG0032
ML7G109300	KOG2100
ML7G109800	KOG1284
ML7G110300	KOG2769
ML7G110400	KOG2769
ML7G110700	KOG2897
ML7G112300	KOG0032
ML7G112700	KOG1650
ML7G113000	KOG1676
ML7G113300	KOG3128
ML7G113900	KOG2824
ML7G114600	KOG1655
ML7G114700	KOG2495
ML7G114800	KOG1187
ML7G114900	KOG0778
ML7G115300	KOG3274
ML7G115700	KOG4520
ML7G115900	KOG1603
ML7G116000	KOG1286
ML7G116200	KOG1783
ML7G116300	KOG0107
ML7G116300	KOG0121
ML7G116500	KOG1591
ML7G116700	KOG1051
ML7G116900	KOG1601
ML7G117300	KOG2067
ML7G117800	KOG0627
ML7G118400	KOG1573
ML7G118800	KOG0156
ML7G119400	KOG1599
ML7G119600	KOG2352
ML7G119700	KOG0859
ML7G120800	KOG1719
ML7G121600	KOG2700
ML7G122000	KOG1021
ML7G122200	KOG1337
ML7G122500	KOG1285
ML7G122800	KOG1337
ML7G123300	KOG1454
ML7G123400	KOG3103
ML7G123800	KOG2358
ML7G123900	KOG2816
ML7G124300	KOG1603
ML7G124600	KOG4747
ML7G125000	KOG0156
ML7G125200	KOG3348
ML7G125600	KOG0557
ML7G126400	KOG1303
ML7G127500	KOG0379
ML7G127600	KOG0156
ML7G128300	KOG4450
ML7G129100	KOG1764
ML7G129500	KOG1441
ML7G129800	KOG0811
ML7G130700	KOG0070
ML7G131300	KOG0701
ML7G131700	KOG3295
ML7G131800	KOG4711
ML7G132200	KOG0143
ML7G132300	KOG1591
ML7G132400	KOG2088
ML7G132500	KOG3452
ML7G133600	KOG0543
ML7G134100	KOG2443
ML7G134800	KOG1208
ML7G134900	KOG0198
ML7G135400	KOG1187
ML7G135500	KOG1344
ML7G136100	KOG0123
ML7G136300	KOG1187
ML7G136400	KOG0324
ML7G137000	KOG3344
ML7G137100	KOG0724
ML7G137200	KOG2118
ML7G137600	KOG3365
ML7G137800	KOG1309
ML7G137900	KOG3368
ML7G138400	KOG1792
ML7G139100	KOG4658
ML7G140000	KOG1187
ML7G140200	KOG0417
ML7G140800	KOG0761
ML7G140900	KOG2525
ML7G141500	KOG1190
ML7G141800	KOG2187
ML7G142000	KOG1187
ML7G142100	KOG1187
ML7G142200	KOG1187
ML7G142300	KOG1187
ML7G142400	KOG1187
ML7G142500	KOG3245
ML7G142700	KOG2265
ML7G143200	KOG1187
ML7G143800	KOG3199
ML7G144100	KOG0251
ML7G144800	KOG4607
ML7G144900	KOG0698
ML7G145300	KOG0817
ML7G145600	KOG0156
ML7G145700	KOG3399
ML7G146100	KOG3063
ML7G146200	KOG0743
ML7G146300	KOG1192
ML7G146500	KOG0003
ML7G146600	KOG3147
ML7G146700	KOG0537
ML7G146800	KOG1236
ML7G147100	KOG0737
ML7G147200	KOG0737
ML7G147300	KOG0737
ML7G147500	KOG0032
ML7G147900	KOG0131
ML7G148200	KOG0105
ML7G148400	KOG2761
ML7G150300	KOG2239
ML7G150400	KOG2338
